Date,Open,High,Low,Close,Adj Close,Volume
2015-09-09,1057.000000,1065.000000,1040.000000,1061.670044,977.942017,3469864
2015-09-10,1047.599976,1083.329956,1036.969971,1076.900024,991.970947,2940453
2015-09-11,1083.329956,1086.400024,1061.699951,1068.630005,984.353088,2370705
2015-09-14,1071.099976,1079.329956,1058.670044,1070.630005,986.195374,1564111
2015-09-15,1070.670044,1076.270020,1033.329956,1038.770020,956.847961,4171896
2015-09-16,1048.000000,1048.400024,1023.469971,1032.469971,951.044800,3774322
2015-09-18,1040.670044,1056.000000,1023.369995,1027.069946,946.070618,3023722
2015-09-21,1020.000000,1038.229980,1018.330017,1033.500000,951.993652,2421045
2015-09-22,1040.199951,1041.270020,986.833008,989.966980,911.893799,4925386
2015-09-23,982.000000,1002.669983,964.833008,996.867004,918.249634,4148463
2015-09-24,991.599976,991.599976,973.333008,974.966980,898.076782,3337753
2015-09-28,976.000000,979.367004,950.400024,953.367004,878.180176,3741877
2015-09-29,946.666992,976.666992,941.567017,964.166992,888.128479,4576866
2015-09-30,976.533020,979.333008,964.267029,977.500000,900.410034,3287628
2015-10-01,988.666992,996.432983,974.732971,993.400024,915.056091,2706871
2015-10-05,1002.729980,1036.000000,1002.729980,1033.770020,952.242371,3955770
2015-10-06,1042.469971,1042.469971,1026.329956,1036.569946,954.821411,3646411
2015-10-07,1033.329956,1037.270020,1026.670044,1029.829956,948.613037,1399029
2015-10-08,1028.670044,1032.599976,1013.630005,1022.469971,941.833435,1634403
2015-10-09,1031.530029,1043.300049,1025.329956,1030.930054,949.626282,2046471
2015-10-12,1036.670044,1044.170044,1033.000000,1036.000000,954.296387,1188325
2015-10-13,1040.000000,1044.469971,1021.669983,1030.530029,949.257813,1813896
2015-10-14,1025.930054,1035.930054,1023.369995,1026.900024,945.914185,1693611
2015-10-15,1033.430054,1042.329956,1030.069946,1040.329956,958.284973,1884301
2015-10-16,1043.670044,1072.599976,1035.030029,1069.969971,985.587402,2580712
2015-10-19,1071.930054,1073.329956,1050.199951,1053.869995,970.757080,1893249
2015-10-20,1057.130005,1064.530029,1045.400024,1049.030029,966.298767,2194296
2015-10-21,1050.630005,1051.699951,1030.699951,1033.630005,952.113342,2086108
2015-10-23,1041.369995,1046.569946,1004.169983,1006.869995,927.463806,4297068
2015-10-26,1013.369995,1020.000000,1002.669983,1005.630005,926.321594,2636010
2015-10-27,1003.400024,1015.330017,993.400024,996.500000,917.911621,3801229
2015-10-28,993.267029,999.333008,988.666992,995.166992,916.683716,2522211
2015-10-29,996.666992,997.299988,977.732971,980.500000,903.173462,2901601
2015-10-30,982.000000,998.466980,933.333008,940.500000,866.328003,11414433
2015-11-02,933.333008,936.000000,916.166992,925.767029,852.756958,7422958
2015-11-03,931.267029,931.267029,911.732971,915.533020,843.330078,5215915
2015-11-04,925.333008,925.333008,910.000000,912.067017,840.137390,3886504
2015-11-05,913.333008,919.700012,909.333008,912.632996,840.658691,3723427
2015-11-06,915.333008,924.333008,914.732971,918.166992,845.756348,2817822
2015-11-09,900.000000,909.333008,887.400024,906.033020,834.579224,3894880
2015-11-10,903.367004,911.666992,895.333008,898.932983,828.039185,3552916
2015-11-13,906.000000,906.000000,886.666992,887.466980,817.477356,2728915
2015-11-16,886.333008,908.533020,884.000000,904.767029,833.413147,3453009
2015-11-17,912.333008,915.000000,896.666992,901.166992,830.096985,2795227
2015-11-18,902.666992,912.666992,894.000000,896.299988,825.613831,2537497
2015-11-19,905.333008,910.000000,900.067017,905.966980,834.518433,1806705
2015-11-20,908.267029,915.599976,896.333008,911.232971,839.369080,2543665
2015-11-23,913.333008,922.599976,910.033020,912.599976,840.628296,2178064
2015-11-24,908.666992,912.599976,891.666992,894.367004,823.833252,2611854
2015-11-26,899.833008,902.867004,886.767029,888.432983,818.367188,4076958
2015-11-27,890.932983,911.666992,890.666992,910.000000,838.233337,3462969
2015-11-30,909.900024,922.632996,909.333008,916.400024,844.128662,3613390
2015-12-01,916.666992,921.932983,907.033020,909.900024,838.141296,1377124
2015-12-02,912.000000,916.000000,901.232971,902.666992,831.478638,1781221
2015-12-03,900.333008,909.932983,896.166992,898.567017,827.702026,1776231
2015-12-04,893.700012,900.867004,892.000000,893.232971,822.788574,2201155
2015-12-07,896.966980,901.000000,890.732971,894.099976,823.587341,1649014
2015-12-08,891.966980,893.333008,876.000000,881.400024,811.888977,2217838
2015-12-09,880.067017,883.299988,865.599976,867.132996,798.747009,3327682
2015-12-10,873.067017,878.500000,867.333008,873.966980,805.042114,2893311
2015-12-11,874.067017,875.833008,851.033020,857.166992,789.566956,4114018
2015-12-14,856.267029,861.567017,843.000000,849.599976,782.596680,4010256
2015-12-15,850.000000,859.533020,843.400024,855.466980,788.001038,3333246
2015-12-16,860.500000,866.000000,850.666992,853.932983,786.588013,3351052
2015-12-17,859.333008,866.466980,854.367004,864.132996,795.983582,3764286
2015-12-18,861.232971,872.400024,856.067017,858.267029,790.580322,3934995
2015-12-21,857.632996,865.132996,856.333008,860.200012,792.360840,1760169
2015-12-22,860.666992,864.599976,850.666992,853.466980,786.158875,2622499
2015-12-23,858.666992,866.000000,855.333008,860.666992,792.791016,2420179
2015-12-24,864.533020,867.666992,857.533020,863.000000,794.939941,2227447
2015-12-28,864.767029,866.799988,858.767029,863.432983,795.338867,2357763
2015-12-29,866.666992,867.333008,856.867004,859.700012,791.900208,2280091
2015-12-30,862.333008,865.333008,854.333008,855.666992,788.185303,1811727
2015-12-31,857.333008,857.700012,848.099976,850.299988,783.241516,2324868
2016-01-01,852.666992,860.666992,848.367004,859.466980,791.685608,1127733
2016-01-04,857.333008,859.966980,835.533020,837.299988,771.266846,2767263
2016-01-05,841.867004,846.000000,835.000000,837.932983,771.849854,2470134
2016-01-06,839.333008,839.867004,823.333008,824.567017,759.538025,2728635
2016-01-07,818.767029,818.900024,800.000000,804.267029,740.839050,4689760
2016-01-08,810.067017,811.267029,783.333008,786.067017,724.074280,5356012
2016-01-11,774.666992,789.932983,763.367004,782.232971,720.542664,4304283
2016-01-12,790.900024,800.000000,782.166992,786.099976,724.104614,4095195
2016-01-13,796.000000,796.000000,752.067017,771.166992,710.349365,5619939
2016-01-14,756.267029,770.000000,740.067017,756.432983,696.777344,5099718
2016-01-15,759.932983,761.000000,733.333008,738.599976,680.350708,3987867
2016-01-18,737.333008,740.000000,716.000000,722.367004,665.397888,4166632
2016-01-19,722.867004,755.000000,712.732971,748.632996,689.592468,4372536
2016-01-20,733.966980,748.333008,718.232971,744.067017,685.386658,5856754
2016-01-21,753.333008,758.400024,727.400024,735.132996,677.157166,3802062
2016-01-22,743.932983,763.333008,740.200012,761.466980,701.414307,3694869
2016-01-25,767.333008,771.900024,739.267029,742.767029,684.189148,2472816
2016-01-27,748.000000,748.000000,731.767029,738.533020,680.289063,2618145
2016-01-28,734.000000,735.666992,713.333008,716.333008,659.839844,5794726
2016-01-29,716.000000,739.333008,713.466980,734.432983,676.512329,4848987
2016-02-01,750.000000,772.632996,740.067017,748.033020,689.039795,7053951
2016-02-02,749.333008,763.333008,740.666992,747.932983,688.947754,4505643
2016-02-03,737.867004,746.666992,728.200012,739.200012,680.903381,3731595
2016-02-04,746.000000,766.567017,745.466980,757.132996,697.422119,5956549
2016-02-05,761.200012,768.000000,751.033020,759.932983,700.001282,4000879
2016-02-08,760.666992,771.900024,746.932983,753.533020,694.106140,2539246
2016-02-09,743.333008,751.966980,734.932983,742.799988,684.219482,2523124
2016-02-10,738.466980,753.333008,735.333008,747.067017,688.149963,3203877
2016-02-11,745.799988,750.166992,719.333008,728.267029,670.832642,4395021
2016-02-12,733.067017,735.000000,677.367004,702.432983,647.036011,6160240
2016-02-15,714.867004,769.799988,709.700012,766.267029,705.835754,5939226
2016-02-16,771.932983,771.932983,732.867004,736.000000,677.955750,3548740
2016-02-17,737.067017,755.799988,721.432983,748.299988,689.285767,3479412
2016-02-18,756.267029,783.299988,755.333008,766.432983,705.988770,5457168
2016-02-19,764.099976,779.267029,754.267029,767.000000,706.511047,3036894
2016-02-22,766.666992,778.833008,760.132996,766.500000,706.050415,2054481
2016-02-23,770.166992,770.666992,750.067017,753.432983,694.013916,2045679
2016-02-24,748.000000,753.333008,740.000000,741.932983,683.420837,1816150
2016-02-25,745.333008,746.666992,721.333008,724.299988,667.178467,2655282
2016-02-26,728.333008,745.000000,728.200012,740.432983,682.039185,2277972
2016-02-29,742.666992,749.000000,702.033020,717.333008,660.760925,5500993
2016-03-01,724.666992,752.666992,720.666992,749.299988,690.206848,3647113
2016-03-02,762.000000,767.267029,755.466980,758.599976,698.773376,3652203
2016-03-03,765.932983,807.466980,756.299988,804.732971,741.268188,5552958
2016-03-04,810.000000,815.966980,791.333008,795.466980,732.732910,3438969
2016-03-08,800.666992,808.000000,782.132996,791.632996,729.201416,3022782
2016-03-09,788.267029,813.333008,785.333008,808.567017,744.799866,3121141
2016-03-10,809.333008,814.333008,787.500000,790.767029,728.403625,2932767
2016-03-11,792.632996,801.333008,780.867004,790.432983,728.095886,2996377
2016-03-14,798.000000,804.432983,785.132996,789.466980,727.206116,2726301
2016-03-15,792.466980,798.567017,783.700012,787.166992,725.087463,2444158
2016-03-16,791.333008,794.466980,776.599976,788.799988,726.591797,2704711
2016-03-17,798.666992,803.333008,789.632996,795.500000,732.763306,3872653
2016-03-18,799.333008,802.000000,793.400024,799.533020,736.478333,2566830
2016-03-21,800.666992,821.700012,796.232971,818.767029,754.195496,3575446
2016-03-22,822.666992,830.000000,814.666992,824.867004,759.814392,2979816
2016-03-23,826.666992,832.666992,820.200012,828.367004,763.038269,2438136
2016-03-28,827.333008,830.799988,798.700012,804.232971,740.807678,3717456
2016-03-29,805.333008,810.700012,793.333008,795.966980,733.193481,2703178
2016-03-30,805.333008,821.267029,801.000000,818.700012,754.133667,2874000
2016-03-31,817.299988,820.000000,807.666992,811.132996,747.163452,4945963
2016-04-01,808.000000,832.200012,808.000000,825.267029,760.182861,2539944
2016-04-04,826.599976,833.333008,814.400024,823.900024,758.923584,1740162
2016-04-05,818.932983,823.166992,793.367004,796.767029,733.930481,3151113
2016-04-06,799.400024,810.000000,788.333008,807.900024,744.185425,2583834
2016-04-07,805.333008,806.632996,785.200012,788.599976,726.407471,2707579
2016-04-08,789.333008,798.000000,787.333008,794.833008,732.148926,1565038
2016-04-11,797.333008,810.599976,790.400024,808.900024,745.106567,2529934
2016-04-12,810.000000,823.267029,804.700012,814.932983,750.663757,2837052
2016-04-13,824.000000,835.333008,819.400024,823.267029,758.340576,4955905
2016-04-18,822.067017,837.966980,806.033020,835.333008,769.454895,2644515
2016-04-20,838.000000,845.299988,832.000000,843.966980,777.407898,2522848
2016-04-21,846.466980,850.000000,830.700012,834.632996,768.810120,1723543
2016-04-22,833.333008,846.000000,827.666992,843.400024,776.885742,2008374
2016-04-25,846.666992,851.732971,838.067017,843.666992,777.131714,2128689
2016-04-26,840.732971,855.632996,840.232971,854.000000,786.649780,1877685
2016-04-27,854.000000,859.166992,847.367004,850.966980,783.855957,1557685
2016-04-28,851.333008,855.267029,835.599976,839.700012,773.477478,2789970
2016-04-29,840.099976,844.067017,830.333008,836.400024,770.437866,1689373
2016-05-02,830.666992,837.333008,824.000000,833.833008,768.073242,1344315
2016-05-03,837.333008,855.432983,830.000000,834.267029,768.473022,2525149
2016-05-04,831.367004,838.599976,826.666992,831.200012,765.647888,1644345
2016-05-05,829.666992,855.000000,829.466980,849.232971,782.258728,2821255
2016-05-06,847.333008,848.267029,836.000000,840.299988,774.030273,1610382
2016-05-09,842.666992,864.599976,842.132996,863.033020,794.970398,2788513
2016-05-10,863.333008,881.799988,858.666992,880.033020,810.629761,3676146
2016-05-11,866.567017,889.333008,863.333008,885.166992,815.358765,4603557
2016-05-12,883.400024,893.267029,874.166992,877.400024,808.204468,1553274
2016-05-13,873.333008,876.666992,853.632996,857.666992,790.027527,2103742
2016-05-16,861.200012,864.000000,845.833008,855.500000,788.031494,2410951
2016-05-17,859.333008,872.666992,856.432983,860.732971,792.851746,2223565
2016-05-18,856.932983,874.799988,851.367004,873.232971,804.365967,2603508
2016-05-19,869.333008,872.000000,840.033020,844.067017,777.500183,2005083
2016-05-20,848.000000,853.132996,834.067017,836.732971,770.744507,1672558
2016-05-23,842.432983,843.900024,825.333008,827.466980,762.209229,2198760
2016-05-24,827.466980,832.400024,815.533020,828.099976,762.792358,1858491
2016-05-25,840.000000,865.767029,834.033020,861.067017,793.159485,3721570
2016-05-26,936.000000,989.932983,926.666992,982.767029,905.261658,20691907
2016-05-27,982.666992,991.567017,968.000000,983.267029,905.722290,5885740
2016-05-30,979.932983,997.632996,977.432983,991.400024,913.213867,3487939
2016-05-31,990.799988,991.400024,978.132996,982.367004,904.893250,3809605
2016-06-01,980.033020,989.432983,974.067017,976.700012,899.673096,2486295
2016-06-02,973.333008,988.466980,961.099976,984.833008,907.164734,3103587
2016-06-03,984.666992,990.632996,970.666992,973.732971,896.940063,2250340
2016-06-06,975.200012,982.232971,974.033020,978.799988,901.607544,1901931
2016-06-07,983.333008,1000.000000,974.200012,991.932983,913.704773,3348535
2016-06-08,996.799988,1009.799988,993.432983,1007.469971,928.016479,3325263
2016-06-09,1007.530029,1009.130005,991.400024,994.299988,915.885010,1813729
2016-06-10,988.200012,1003.330017,984.200012,991.799988,913.582153,2152996
2016-06-13,980.000000,982.599976,970.200012,977.432983,900.348328,2209357
2016-06-14,978.666992,982.166992,970.067017,973.700012,896.909668,1689316
2016-06-15,976.000000,1011.330017,975.666992,1009.200012,929.609985,2960616
2016-06-16,1006.000000,1006.000000,985.333008,996.132996,917.573486,2447025
2016-06-17,996.333008,1001.900024,981.932983,986.833008,909.006958,2653944
2016-06-20,975.599976,1006.669983,973.533020,1004.700012,925.464966,2975367
2016-06-21,1006.669983,1007.270020,993.666992,996.533020,917.941956,1195078
2016-06-22,997.333008,1002.000000,986.799988,994.367004,915.946838,1813926
2016-06-23,991.400024,1005.299988,982.267029,999.067017,920.276123,2053992
2016-06-24,965.666992,978.666992,934.000000,953.732971,878.517395,6840802
2016-06-27,952.632996,979.599976,952.000000,977.833008,900.716797,2560092
2016-06-28,979.132996,994.333008,978.666992,982.700012,905.200012,2342134
2016-06-29,990.799988,995.333008,984.833008,988.799988,910.818848,2000545
2016-06-30,992.132996,1003.270020,989.932983,997.666992,918.986572,3960568
2016-07-01,1003.200012,1030.000000,1000.469971,1028.430054,947.323425,3497923
2016-07-04,1033.329956,1051.329956,1032.229980,1045.400024,962.955139,2718052
2016-07-05,1044.199951,1054.670044,1034.670044,1050.729980,967.864807,2636760
2016-07-07,1050.670044,1054.630005,1033.770020,1036.329956,954.600342,2084571
2016-07-08,1036.630005,1037.430054,1014.700012,1021.770020,941.188721,1915600
2016-07-11,1038.670044,1047.469971,1036.369995,1039.869995,957.861206,1815517
2016-07-12,1045.199951,1047.829956,1031.300049,1045.329956,962.890564,2383048
2016-07-13,1045.400024,1046.530029,1028.729980,1034.270020,952.702881,2036055
2016-07-14,1039.300049,1047.300049,1028.670044,1042.969971,960.716736,1909636
2016-07-15,1044.069946,1063.329956,1038.099976,1057.229980,973.852112,2428458
2016-07-18,1058.670044,1069.099976,1043.329956,1049.599976,966.823853,1855422
2016-07-19,1048.000000,1055.670044,1041.069946,1048.530029,965.838257,1926168
2016-07-20,1048.670044,1057.329956,1045.699951,1047.229980,964.640686,1790911
2016-07-21,1050.000000,1050.000000,1034.670044,1038.369995,956.479553,1678212
2016-07-22,1040.069946,1051.930054,1035.030029,1049.329956,966.575134,1877206
2016-07-25,1048.000000,1059.199951,1042.000000,1057.270020,973.889038,2209774
2016-07-26,1059.000000,1065.329956,1054.069946,1061.800049,978.061768,1729183
2016-07-27,1064.199951,1076.670044,1057.770020,1068.099976,983.864807,2467012
2016-07-28,1069.329956,1071.069946,1040.930054,1051.500000,968.574036,2811580
2016-07-29,1060.000000,1062.300049,1033.329956,1039.229980,957.271667,4228011
2016-08-01,1039.369995,1057.329956,993.333008,995.799988,917.266785,9155449
2016-08-02,997.333008,1009.200012,993.500000,1002.229980,923.189758,2410914
2016-08-03,1005.330017,1011.429993,980.333008,985.732971,907.993713,2619658
2016-08-04,997.333008,997.333008,973.599976,979.432983,902.190552,2254336
2016-08-05,986.900024,1011.169983,985.333008,1008.130005,928.624451,2805628
2016-08-08,1013.330017,1016.429993,998.067017,1004.770020,925.529358,1403923
2016-08-09,1006.599976,1006.669983,991.599976,1000.630005,921.715881,1865400
2016-08-10,1000.900024,1002.669983,984.232971,988.799988,910.818848,1683261
2016-08-11,983.367004,986.000000,975.232971,983.132996,905.598755,2240371
2016-08-12,986.000000,1003.799988,985.666992,994.599976,916.161438,1659132
2016-08-16,995.966980,1008.429993,981.333008,1004.229980,925.032043,2610843
2016-08-17,1002.500000,1009.500000,994.000000,1001.669983,922.673828,1384653
2016-08-18,994.000000,999.132996,986.666992,988.067017,927.033875,1780732
2016-08-19,992.000000,998.000000,986.432983,996.232971,934.695374,1392250
2016-08-22,996.666992,1002.669983,986.000000,995.099976,933.632385,1837995
2016-08-23,995.099976,996.466980,975.466980,984.767029,923.937683,1273489
2016-08-24,983.333008,992.299988,976.700012,982.333008,921.653992,1230627
2016-08-25,984.067017,988.867004,967.000000,969.767029,909.864319,2616154
2016-08-26,970.000000,973.299988,946.932983,951.466980,892.694580,2788650
2016-08-29,954.666992,975.833008,946.132996,973.000000,912.897461,2094229
2016-08-30,978.666992,985.200012,971.900024,983.767029,922.999512,2598309
2016-08-31,983.333008,1011.969971,980.200012,1008.630005,946.326660,4152240
2016-09-01,1008.669983,1011.700012,1001.369995,1004.729980,942.667542,1905766
2016-09-02,1004.729980,1008.330017,991.200012,1003.369995,941.391541,1755505
2016-09-06,1008.130005,1016.169983,1002.099976,1010.929993,948.484619,1960860
2016-09-07,1015.130005,1027.630005,1006.669983,1012.169983,949.648010,2648263
2016-09-08,1017.030029,1030.630005,1014.099976,1026.329956,962.933289,1692184
2016-09-09,1026.670044,1027.400024,1006.669983,1011.799988,949.300842,2262933
2016-09-12,992.000000,994.400024,973.267029,975.466980,915.212097,1953571
2016-09-14,975.466980,988.000000,970.732971,983.533020,922.779968,1718754
2016-09-15,983.400024,984.700012,971.432983,980.166992,919.621765,1126282
2016-09-16,984.732971,999.333008,979.000000,982.132996,921.466370,2112271
2016-09-19,984.000000,993.333008,976.000000,986.533020,925.594543,942540
2016-09-20,985.333008,989.567017,979.033020,983.966980,923.187073,1097205
2016-09-21,986.666992,991.932983,977.533020,981.400024,920.778748,1337071
2016-09-22,993.333008,1002.669983,984.666992,999.966980,938.198792,1952950
2016-09-23,1003.330017,1011.669983,993.732971,998.000000,936.353210,3121780
2016-09-26,994.666992,1007.969971,974.400024,977.132996,916.775208,2122144
2016-09-27,980.033020,984.200012,954.299988,957.599976,898.448730,2819209
2016-09-28,961.333008,978.000000,958.966980,970.599976,910.645752,2393218
2016-09-29,974.400024,979.333008,946.966980,958.400024,899.199402,3040345
2016-09-30,956.666992,960.367004,941.000000,955.432983,896.415649,3497865
2016-10-03,958.700012,983.166992,956.799988,980.466980,919.903259,2181718
2016-10-04,984.533020,986.367004,962.232971,966.099976,906.423767,2289637
2016-10-05,973.333008,974.599976,960.767029,969.299988,909.426025,2059848
2016-10-06,976.000000,978.299988,964.000000,969.666992,909.770386,1627375
2016-10-07,968.666992,973.267029,960.666992,971.299988,911.302490,1098751
2016-10-10,973.966980,976.932983,964.700012,966.666992,906.955688,875911
2016-10-13,959.267029,965.000000,954.200012,958.932983,899.699402,2659995
2016-10-14,962.666992,984.932983,959.067017,983.232971,922.498352,2632323
2016-10-17,983.267029,984.666992,960.666992,965.299988,905.673218,2140920
2016-10-18,971.799988,994.599976,967.367004,992.166992,930.880615,1983013
2016-10-19,992.166992,1000.669983,984.033020,994.033020,932.631348,2146896
2016-10-20,997.333008,1005.000000,988.367004,1002.429993,940.509644,1502340
2016-10-21,1002.669983,1009.400024,995.400024,1007.229980,945.013123,1670799
2016-10-24,1011.099976,1013.330017,991.200012,995.099976,933.632385,1517035
2016-10-25,996.666992,999.567017,985.799988,989.400024,928.284485,838206
2016-10-26,986.466980,992.666992,980.367004,988.200012,927.158630,867619
2016-10-27,986.500000,988.599976,971.400024,983.533020,922.779968,2440678
2016-10-28,980.666992,989.932983,975.333008,987.132996,926.157532,1212981
2016-11-01,987.333008,987.367004,973.333008,975.432983,915.180176,947158
2016-11-02,965.200012,970.000000,957.666992,965.767029,906.111328,1493443
2016-11-03,961.432983,977.767029,961.333008,962.799988,903.327576,1411942
2016-11-04,951.267029,956.267029,931.267029,946.533020,888.065369,18639006
2016-11-07,950.000000,954.466980,928.232971,932.000000,874.430054,2158653
2016-11-08,937.000000,937.333008,922.666992,931.466980,873.929932,1881726
2016-11-09,880.000000,939.400024,863.400024,926.966980,869.708008,4757398
2016-11-10,933.700012,951.333008,933.700012,941.400024,883.249451,2766432
2016-11-11,931.267029,939.333008,924.000000,925.867004,868.675964,2518285
2016-11-15,919.333008,938.333008,908.833008,913.533020,857.103821,3958053
2016-11-16,924.867004,925.533020,900.666992,917.033020,860.387634,3299710
2016-11-17,918.799988,922.666992,906.666992,914.000000,857.541992,1377642
2016-11-18,914.666992,921.567017,907.333008,913.632996,857.197632,1654947
2016-11-21,919.132996,919.132996,893.333008,898.599976,843.093262,1962840
2016-11-22,905.500000,906.666992,869.666992,886.367004,831.615906,3084870
2016-11-23,904.666992,923.333008,898.666992,904.833008,848.941223,7493139
2016-11-24,902.599976,910.599976,893.333008,899.767029,844.188110,4315369
